3683,1721,4,966522672
5268,2735,4,961168250
4183,3180,2,965329444
5486,2903,2,959825820
2168,3879,2,974611556
5015,2474,4,962595337
5422,2915,5,960254636
1440,1193,5,974757399
2724,2686,4,973274590
2497,1883,5,974090617
3499,1288,5,967233961
1472,1371,3,974768519
777,419,2,975522416
2509,2019,3,974074517
3475,3897,4,997039964
1505,2699,3,983670769
1429,1284,3,974758825
1395,69,4,981471262
2173,2424,4,974614595
5989,2396,3,956873659
2062,3362,3,974660189
4720,1513,4,963386009
1599,2734,3,974822138
1194,514,3,1036310743
1281,2792,3,974793120
1650,253,3,974715816
2565,1275,1,973969018
2928,968,4,971550850
4083,2409,4,965460305
1211,3735,5,992288661
4272,1215,3,965301833
916,589,4,975202761
4279,1987,3,965284926
549,1812,5,976068439
2383,2942,3,974417153
1945,2571,3,974692858
3821,3067,3,974759398
3314,2245,4,967947997
3792,3130,3,966017406
851,185,3,975349268
5600,125,5,959462498
1748,750,4,974711668
4351,1586,3,965439077
531,3705,3,979157466
204,1221,5,983855193
4351,2881,3,965439242
3947,1517,5,965682137
5689,593,5,961608810
214,380,4,976900982
4585,2097,4,964325655
5682,1620,4,958963451
5809,1196,4,957981470
5321,1080,3,960861597
4972,173,3,962607638
5472,2549,3,959892200
5539,3884,1,966967283
2178,2686,4,974609480
1980,2431,3,974774543
1897,45,4,974772949
4007,2669,2,965548248
702,2805,3,975565118
3942,1432,2,969808595
2849,2208,5,972509784
203,1270,1,976928342
2179,640,2,974609601
3561,2762,5,966796781
3792,438,3,966017979
4794,1304,5,962996340
949,1371,4,975142016
3367,164,4,970873544
4233,1240,3,965313157
3539,3255,5,966932329
1611,888,2,1004882499
3065,1479,2,971148340
167,474,2,977177378
2667,34,4,973445331
3942,3396,3,966381044
314,1200,2,1010090438
1142,230,4,974874764
3599,2827,3,969810125
1088,3950,4,1032648503
5418,3104,4,960183425
889,3922,2,975253765
3171,2208,5,968876277
225,3148,3,976911966
553,2436,4,976062023
2643,2533,3,973567644
1873,500,4,975133228
230,3358,3,976822056
462,112,3,983960230
3590,3250,4,1035765523
4243,3705,4,965316083
5896,3462,2,957458578
4948,941,3,962643223
5341,3330,5,960692524
1613,2572,2,974729835
5339,741,3,960713210
5515,2944,1,959703612
4041,449,4,965712789
3735,1283,5,966191180
5548,1836,3,959535762
5767,1518,4,959057366
2917,1261,4,974241824
3163,1049,1,968869039
780,2138,4,975435937
5517,973,3,959701256
603,3256,4,975873887
352,1617,4,976329795
5305,3264,4,963893400
3724,3740,4,966222090
3603,2917,4,966615823
1675,2004,3,974709717
5759,272,4,959818504
1390,1682,5,1016497086
2868,1093,5,992717587
2255,1358,5,974592112
247,527,5,976728163
5359,1029,3,971639953
3150,3408,5,972403582
2162,2144,4,974618227
1902,16,4,975899511
3481,593,5,967079162
4718,1265,4,963431951
1680,2577,3,974841370
1671,2069,5,1018245737
3182,1010,5,968774481
4645,351,5,963977201
4203,1302,5,965322055
3469,2467,4,967232103
5530,342,2,959993588
1482,1227,4,975203880
3967,3210,3,967551059
772,198,4,975440712
5470,750,5,959895790
4640,1375,3,964018712
4442,2023,3,965092518
2985,2746,2,1030052266
3705,3714,3,966282134
33,2797,3,978110395
1451,1994,4,1040974838
3622,788,1,966571592
3827,2896,2,966127448
3012,2054,2,1044066910
2475,2550,2,974149711
4408,2944,3,965161148
4508,2325,5,993147403
2720,2529,1,973283187
373,589,3,976305169
5367,2265,1,960505260
2899,370,4,971920349
854,2369,3,975355511
4117,786,4,1025278632
3540,2231,4,968955963
5349,1357,4,960664304
1660,306,4,974712070
4980,2407,3,962599963
3768,2402,2,966273733
1369,1147,5,974999685
5091,912,5,962388309
859,2160,5,975344479
2465,150,5,974326304
1890,3175,5,974696134
5236,595,2,961445860
5961,2841,3,957026331
929,1276,3,975192904
524,1597,3,976171124
3079,994,4,969814872
4114,1238,2,965363997
4430,2671,2,965105151
4125,2788,4,965357192
5654,162,4,1044556018
2340,3263,3,974425254
284,3908,1,976576806
4169,2370,3,971581085
2771,3020,4,973123550
3756,1037,3,966101203
4596,2399,1,964222980
533,733,3,976230365
3074,3540,3,977084102
5312,2533,4,962156793
3563,3087,3,966788243
3289,465,4,968094258
830,3894,3,975366982
3272,1103,4,968197571
5658,3074,5,958807409
544,1287,5,976130290
1843,2112,2,974771990
1680,1084,3,974712044
1329,1438,2,976914080
3945,2113,4,965689951
1490,3578,5,974771085
3984,1918,2,965611957
3654,940,4,968191240
1324,3005,3,974777129
4266,3615,3,965304220
3219,2710,1,978358825
5153,2243,4,961971008
3675,901,3,966369558
3237,1704,3,968359809
2231,58,3,974597597
3672,2918,4,966376082
1912,2439,2,1020314256
3746,924,5,966136351
2376,1095,3,974333724
718,2278,2,975575232
2112,1721,5,974649652
261,2384,5,976669260
1741,611,2,974708805
1137,2161,5,982912899
1752,3274,4,975730863
4946,1331,3,962640745
5111,535,5,962426654
621,188,1,975798311
4858,715,5,963746089
1383,1300,5,975899277
5016,1678,4,962584299
4171,3422,1,965335284
1827,2657,1,974697407
767,113,3,975453629
4375,736,4,965186483
3224,1214,4,968452690
1695,1580,4,974707842
4452,1175,4,965087166
4662,1457,2,963866710
2921,2365,2,971670505
4782,2284,5,963007235
556,1100,3,976062699
2156,2857,3,974622387
5718,1396,5,958588035
2064,1129,4,974668759
1442,671,2,974760269
1261,3409,4,974821775
1807,2640,2,974739689
1681,3947,4,974710606
4901,1291,4,962686002
4844,110,5,962843688
4407,2541,3,965156742
2186,442,3,974608114
2383,1031,4,974419069
3453,969,3,967240719
4083,3604,5,965458187
746,1573,1,975468385
2995,2,4,970691596
4704,2762,5,963547169
5142,733,4,962147220
3512,3638,3,966974883
491,1242,5,976214670
4508,2713,4,964980569
3032,3034,4,970345633
647,1391,4,975713692
5722,3421,4,958502112
658,2710,4,975692549
5375,1449,4,960414684
6040,58,5,956705033
3828,2455,3,965932451
477,2527,4,976219462
1194,1231,5,974850306
2309,2485,2,974487630
3946,105,2,967230952
2841,2713,3,985030138
4312,2840,3,965506065
4823,3598,4,993594312
274,1276,5,976594335
3001,415,3,970619802
5265,3163,3,968110718
146,1965,4,1013013634
3099,198,2,969595052
5070,2278,3,963381697
1613,1373,2,974740352
326,912,5,976424184
4204,3543,5,965324267
2030,1282,5,974734198
5651,594,3,958847572
1806,2353,4,974737771
1952,2572,2,978677158
1753,9,4,974703428
4373,1214,5,965180159
4510,930,3,964990933
3818,1250,5,965948595
5107,515,4,962337982
2202,3354,1,974604685
2664,1198,4,973455619
4524,2890,3,964812596
2670,3526,3,973547261
2878,364,4,972366075
5812,804,1,957942539
3762,173,1,966094059
4161,3501,2,965337734
4728,2000,4,982382174
4177,2288,4,965331797
5433,1333,3,960047360
1051,588,5,975111237
3032,1240,5,970342369
4049,2947,4,965497660
6040,2802,2,956716262
887,858,5,975275936
3850,18,4,965882943
854,2829,2,975352555
2592,1925,4,974058407
585,671,4,975948317
657,2975,4,975693657
3984,1200,5,965612296
3469,3545,5,967231975
5429,3114,4,960076168
3462,481,4,999307154
436,2174,2,976246270
5268,2113,1,961168908
451,3095,5,976415980
5100,370,3,962716224
4666,246,4,963843751
4995,6,3,962593287
1712,2770,2,1012110143
1778,480,5,974700111
1579,2761,5,974929529
3292,3176,2,968079044
1212,1260,4,974842335
1343,3555,4,978656268
1593,2291,3,974735006
4922,1120,4,962672185
2717,1617,3,973286449
1640,2167,4,974717222
2890,1499,1,972018636
2841,1249,5,982805522
5795,222,4,958079079
5359,2085,3,971639954
5440,3676,5,959995294
732,1968,5,975487463
5395,1569,2,960323971
1137,377,5,982912552
2946,3584,2,971277132
1264,1193,5,974818908
1078,537,4,974939997
2136,21,2,974644806
2395,866,5,1014142113
5561,431,3,959374968
78,339,3,978571371
4918,2987,2,962742691
5305,2239,1,965005703
202,1073,3,976940086
2909,1590,4,971973319
5208,2770,2,961624421
3191,2805,2,968653634
2064,543,2,974669213
4490,3551,4,965010033
2814,1722,4,972698243
2098,1841,3,974655483
4169,84,3,976588038
3246,1213,5,968307656
1630,1320,3,974724472
5677,2115,3,958955797
679,589,4,975607723
4682,1726,1,965608751
4981,1028,3,962597324
692,2108,4,979437513
1100,671,2,974925003
42,1356,4,978039266
2529,277,4,974059957
4352,708,4,965533996
1377,692,2,974770583
2710,3915,4,973287948
192,2297,3,977028976
424,898,5,1024321085
2308,3926,4,974488619
556,943,5,976054586
1472,494,4,974767926
166,2640,3,977296737
4152,3107,2,965340714
1109,1672,3,974921876
5753,2628,4,958272395
4048,116,4,965503830
3778,2858,4,970278431
2939,1207,5,971412068
3878,923,5,965836877
3297,3825,4,968051886
2172,3686,3,974670243
1616,1127,5,974729797
3976,2961,1,965650246
4543,1245,4,966029440
721,3557,3,975776658
4116,1921,5,965362361
2221,1407,3,974602709
3916,2170,2,965765768
6006,1393,3,956793139
3391,7,3,1046191882
890,2699,3,997762692
2411,2369,2,974588572
4802,1305,4,962978342
1034,3251,1,975016158
2751,1197,4,973197668
4277,1233,4,965290673
5090,3613,3,963181623
4183,150,2,965330518
4472,3668,4,965067527
1556,420,4,974996279
1968,1625,3,974742594
1704,3437,4,974708238
1383,2471,2,976323128
5061,1240,4,962495445
3277,32,5,968208576
3518,3712,3,969288250
2786,2804,4,972973073
445,160,3,976240493
45,2248,4,977988372
1051,3510,4,974957343
4708,1302,5,963516895
45,2407,4,977990805
3567,1222,4,966752598
5011,377,4,962587993
3110,2396,4,969486642
1451,2572,4,975542259
3163,1086,5,980527295
2348,2135,3,974413097
3970,2694,4,965658356
5113,2808,1,971966739
3426,50,5,967350137
4857,457,3,962828924
3138,590,3,969050406
4293,700,4,965271693
1647,3709,2,974803874
3447,2108,2,967261908
1447,305,1,981023020
5466,2390,3,959898103
3611,2150,3,966615082
4808,3712,4,962943544
5253,3475,4,961292596
2039,1617,3,974667071
1680,1293,4,974712668
4277,1084,5,967112440
2862,1953,5,972503367
2102,2792,2,974657334
5439,2966,4,959996760
743,1883,3,979416967
2041,3392,1,1002757164
462,1,3,976230643
429,3717,3,976255667
2264,2750,4,974584426
5614,2970,3,959132609
5559,3246,4,959376859
380,2394,4,976301495
6036,3112,3,956753060
5011,198,5,1031537726
4902,2032,2,962686805
1606,2393,3,974735670
327,2130,4,976398736
1130,8,3,975428780
1293,3911,5,974788653
3887,2405,2,965804146
346,1401,5,976337105
4213,2571,5,965838675
4488,2944,4,965012052
1958,2736,3,1043606924
3721,1387,3,966226069
735,2333,3,975479109
5054,2455,3,962487796
2848,2448,1,972512761
3428,515,3,968038163
528,2450,3,976411414
5161,50,5,961911166
4593,3260,4,964237232
1447,1678,4,984474572
286,2108,3,976571152
2409,3072,4,974251746
1509,1597,3,974832250
3171,1179,4,968876184
4217,2447,4,966188881
1968,494,4,974742738
244,1240,5,976739480
2856,589,3,972505974
2304,909,4,974501611
4448,1591,5,966362637
477,2540,3,976220188
4381,611,5,965263697
1938,3527,4,974695277
4754,2792,2,963185200
4064,3135,5,965477170
1389,3271,5,974767089
3648,1189,2,977184157
3192,2011,5,968645503
3526,2436,1,966905480
4508,3707,2,964985889
4514,1924,4,965959432
5153,1078,4,961968508
4279,3013,4,965284382
681,888,4,975603726
123,2114,4,977530512
3356,457,5,967698695
4345,3138,3,966360528
3721,2025,3,966225562
2056,1975,3,974819418
726,1777,4,975519533
1716,2706,3,976686076
3717,3868,4,966264579
3123,1544,5,969324538
4937,3147,4,962648886
1311,455,3,974783133
5042,2064,4,962506948
629,2141,3,975784921
3259,1221,4,968278589
151,322,5,992133736
2506,1183,2,974078150
195,1409,4,977887302
2860,125,5,972504031
2389,1028,4,974327278
1263,3174,4,974820034
3285,1732,4,968115274
3742,1214,4,966143952
3311,1625,4,967960841
4637,2400,2,964034829
4085,1246,4,965501108
4619,2473,2,964124301
1631,2152,3,974716861
4253,905,3,965308907
4645,903,4,963976563
1891,1779,2,974694678
1632,1247,4,974717392
1449,2867,2,976315032
4041,3253,3,965712505
6022,110,3,956755763
4579,1680,4,969751555
6004,2105,2,956796065
549,1339,4,976117707
3824,1250,5,990456629
371,608,4,976315430
4802,2863,4,963255319
4905,1213,4,962682852
1668,1203,5,974710203
5510,1376,3,959718226
5330,3019,4,961013166
4086,473,4,965433017
2100,450,4,974672436
2148,653,5,974621095
4802,3555,4,977462287
3768,3688,3,966067145
1193,593,4,974849622
6036,589,5,956712412
2106,3125,3,975735417
5643,2943,3,958890841
4291,2986,1,965279833
4224,3421,4,965314716
4169,1513,3,965693771
2889,3512,4,972056986
5815,1230,5,957914886
2242,110,2,974595609
4666,1387,4,964809515
2645,1429,4,973559228
2088,3401,1,974656524
2051,76,3,974663469
3557,2053,2,966808398
1068,1377,3,974947024
3128,3608,5,969396312
4979,2406,4,962605344
2837,1224,5,972571878
1051,2155,4,1007933161
5543,345,4,959512086
3468,1103,4,967156224
5270,1348,3,961164117
5641,3,3,958926966
797,461,3,975414062
4449,466,4,965090018
454,2406,2,976488477
4277,2060,4,995101469
1794,3555,3,974704019
1311,466,2,974788858
5077,965,4,962553789
1101,908,5,1030648320
307,3310,5,976485638
5599,1669,3,959213353
1107,691,3,974920967
3148,3175,4,968961643
166,3623,3,977294185
705,3054,3,975547610
4041,813,4,965714432
3792,3388,3,976803429
5954,2946,4,957653276
4049,95,3,965498284
2506,1307,5,974077768
4403,2000,3,965156870
1824,2297,4,977202443
5046,1173,5,962499360
3971,1968,4,969490339
3833,1304,5,983377758
5378,2606,1,960402296
5684,1216,2,958608622
3155,2140,3,968897429
3319,2130,4,967920119
856,647,3,999446733
4634,541,5,975894869
5554,1129,4,959451626
1648,969,4,974712988
3101,2143,4,969583710
319,1834,3,976419659
5653,2106,4,964668721
2599,924,5,973793517
5107,2282,3,962336756
923,3481,3,975200866
2567,2527,3,973961783
2740,2167,3,973223303
5112,2699,2,962326065
225,1299,4,976832535
4784,2099,4,963250269
5550,1231,5,959622380
1576,222,2,974737676
438,663,5,976251438
2359,3203,4,979258844
5029,780,4,962566348
3197,22,3,968637212
2164,1959,3,974616566
5765,1387,4,958181047
3240,1539,2,968350888
442,2124,3,978455649
2146,70,2,974623631
3294,2000,5,968073332
5111,2797,4,962425573
5914,1252,5,957332492
1203,52,4,998230043
1726,3697,4,974711138
4510,3034,4,966826483
5758,2000,5,958255278
3416,1717,4,967409887
4219,2288,3,965316151
1685,1221,3,974707837
2121,916,4,974648139
4728,1274,3,973326491
4335,780,3,965419042
945,356,5,975161863
456,256,3,976301257
5327,1503,1,960842386
710,1798,2,975544553
1449,2410,1,975529098
531,1892,3,978730038
781,2496,3,975435311
3355,741,5,967706035
1150,306,5,974872997
3065,555,5,971147761
1203,3178,4,975174528
4016,2245,3,965536390
2765,1233,4,973129237
5523,3671,3,959644913
3526,1783,4,967613264
2507,1873,4,974081980
5722,296,3,977248297
1100,438,1,974926998
5643,3649,2,963718376
1990,2628,3,974682127
2900,318,5,971908866
4930,2863,3,962654532
4645,976,5,963977598
2668,1995,2,973444600
4778,3421,3,963026155
5333,485,2,960832497
5972,910,5,957289365
4658,2947,1,963967014
3300,2231,4,968205712
2102,21,3,974653934
5371,2268,3,978983778
3056,227,3,970124696
2351,1343,4,974402166
461,3706,4,976231277
4715,1673,3,963445205
855,1641,4,976408050
1024,3685,3,975003762
4334,2901,5,965410988
1088,2393,4,974935713
2676,2087,3,973400893
5626,1183,4,1005810605
1711,3481,5,974705899
2421,1376,4,974238113
1088,3798,4,979187091
2304,204,4,974500037
2320,3646,1,974475111
6027,1644,5,956726953
4448,2302,4,966968682
5406,2408,2,960306050
3029,2161,5,970368146
2946,2990,3,975829365
2974,3461,5,971033301
6018,2723,3,956763200
3683,1190,4,966522588
1605,2671,5,975381114
4979,2750,4,984545433
5459,708,4,959911161
5296,858,5,965651906
4344,3019,5,965234934
4156,164,3,965343428
5271,2076,3,961137798
2219,260,3,974600460
2089,3929,4,974654712
4950,2160,2,973484074
5137,562,5,964337793
4096,1021,1,965422513
1260,300,3,992267528
390,2248,5,976313070
3554,1258,3,966809175
163,1198,3,977218652
2566,2986,1,973965059
2340,1780,5,974424063
3760,1272,5,966097825
3260,2140,3,1019507145
2907,539,3,971819740
438,1895,4,976254749
3471,2713,2,968032464
5198,892,3,961687311
770,180,5,975443328
4328,2076,5,965245262
5976,1288,3,956970140
4523,1721,3,964813292
2547,3198,4,989459430
5868,1545,5,957573716
1727,3846,3,974785362
3492,3897,3,970666209
3246,1645,5,968307445
2004,2613,2,974677405
1414,466,3,974760718
2015,3526,4,974676198
1329,2890,4,976898660
1069,481,3,974944655
5812,282,4,960877829
2989,260,4,970775273
1922,1883,3,975162565
2012,413,2,974680575
2683,2628,3,973383299
4653,1089,5,975532875
1836,2357,4,974827025
3069,3246,4,970359023
4029,901,3,965514318
3044,1294,4,970209892
2919,3441,4,975448558
3391,1204,4,970028678
58,509,5,977938209
4725,2541,3,963384136
1837,1257,4,974841220
2180,1081,2,974610654
3439,3766,3,967319129
1128,3093,3,974907524
1078,2711,5,974939437
6037,1299,3,956709265
2999,3820,3,970621680
2737,2997,4,973227385
518,1344,5,1037916800
3569,2313,4,968263874
2526,922,5,974064077
5347,3698,3,960668169
2264,539,5,974582107
4089,1457,4,965430534
3371,1958,3,967666366
3362,3174,3,967672569
2793,3699,4,972931009
889,1082,4,975261689
3408,553,5,967421867
1741,3726,4,974709005
4631,1797,3,964041332
4793,215,4,963435828
1100,3263,3,974926197
4621,260,4,964126593
3125,1923,5,993073841
524,416,2,976172392
2629,2146,4,973628219
3950,3129,2,965681324
3825,62,4,965943807
1790,387,4,974706628
4948,1086,4,962651077
1058,1265,4,974951867
2544,1103,4,974041575
4715,3362,4,963444945
1001,3083,4,975042314
386,156,4,976303282
654,1265,3,975700515
5365,836,4,960504524
2745,648,4,973216610
4832,2402,2,963001273
3834,473,4,966404325
1015,2109,4,975018830
3476,1135,5,968950635
4122,1836,4,965360412
4560,2571,5,964648428
1203,1377,4,998231480
795,1962,4,975418524
839,1488,4,975360048
2849,945,4,972509784
2621,2092,1,973657539
249,1625,1,976729977
305,2901,5,976497507
2544,2348,3,990395889
5249,11,3,961602630
3210,3461,5,968560014
149,2763,3,977326966
314,1023,4,976751836
1680,381,4,974841601
646,161,5,975715332
4814,1573,3,962929831
491,3916,5,976214586
1635,2625,3,974716784
3414,2278,4,967486968
1647,3686,4,1027846357
319,3501,3,976421969
2298,2291,4,974500005
727,1957,5,1007599044
5347,3254,2,960667713
710,2065,4,975732628
5118,2617,4,962294978
5341,616,4,960693712
1749,1283,3,974842103
5593,1321,4,959225574
4543,1377,3,965111032
83,1513,3,977719781
2777,2724,3,973051976
4156,2353,5,965340465
1527,813,1,974744647
2056,1676,4,974816481
5491,3044,4,959817226
3829,2485,1,965932386
5752,3097,4,958275184
1354,3401,2,978297810
4326,3148,4,965245258
3669,527,4,966378552
4610,1967,5,984860426
5837,1219,5,957846004
3800,2517,4,966079899
4887,1645,1,962741257
3513,2671,3,967477747
2837,480,3,972571951
3529,3868,3,966896036
4683,1372,1,963676614
5286,905,5,961090538
3147,2713,3,968963901
4663,3788,5,963861406
1857,3751,3,974695577
1876,2572,3,974693264
2002,1084,4,974677725
2752,1517,5,973270201
3572,13,4,966734731
6032,1964,4,956717603
400,1258,3,976293899
2665,3100,4,974560554
2041,1485,3,978576348
980,916,3,975106019
2857,71,1,972507685
1059,235,2,974950610
4957,3476,4,962636331
3853,1126,3,965875945
3705,1060,4,966287563
1812,3068,5,974704195
5142,3510,1,962041501
5847,2997,5,957791098
829,1086,4,975368145
3618,3088,2,967121168
2643,3782,4,973569182
5922,1203,3,957818339
2011,1722,3,975280251
4077,912,3,965444432
2929,2462,1,971588839
1202,1839,3,974858703
2033,3916,3,974669475
5620,593,5,959113135
2668,260,5,973443742
4942,1256,3,962644445
809,1282,1,975393353
161,1225,3,977220552
4305,1623,2,1041432903
4653,3916,2,975532597
4448,2857,5,966286389
3194,2598,3,979007024
4467,1476,3,1032408489
3201,2959,5,968626019
5801,2719,3,958011744
5632,1356,4,959014830
4506,3521,5,964983480
1099,1047,1,974926322
5605,2841,5,987647860
3460,1251,3,967184473
3032,1627,5,970342887
466,348,4,976227086
3350,3186,3,967747207
403,3176,3,976302901
1449,3497,2,976315140
3919,2001,4,965737128
3521,1234,5,966923357
1297,785,4,974792010
4489,3593,2,1026924793
5161,3760,3,961912654
5886,3552,2,957488147
192,3246,4,977095073
2479,1258,5,974148806
5327,2011,4,961101626
2352,1130,4,974401374
3412,589,5,968725323
2164,1385,4,974613437
4186,1748,1,965327475
5664,2470,4,958847855
5433,2613,3,960047830
5707,2289,5,965964860
5916,3546,3,957461262
3695,2959,5,966304170
4312,3204,4,1044717219
4950,2692,4,972398295
1998,1376,3,976023136
3313,1307,4,967953021
1676,312,1,974800296
3399,595,4,967480644
3159,3615,3,968879897
3626,805,5,966622939
